date,temperature,humidity,luminosity
2021-11-17 15:08:58.173,20.0,28.4,117
2021-11-17 15:08:55.895,20.0,28.5,117
2021-11-17 15:08:53.617,20.0,28.5,116
2021-11-17 15:08:51.340,20.0,28.5,117
2021-11-17 15:08:49.062,20.1,28.5,118
2021-11-17 15:08:46.784,20.0,28.5,117
2021-11-17 15:08:44.503,20.1,28.6,117
2021-11-17 15:08:42.225,20.1,28.6,117
2021-11-17 15:08:39.948,20.1,28.6,118
2021-11-17 15:08:37.670,20.1,28.7,117
2021-11-17 15:08:35.392,20.1,28.7,117
2021-11-17 15:08:33.115,20.1,28.7,117
2021-11-17 15:08:30.837,20.1,28.8,117
2021-11-17 15:08:28.560,20.1,28.8,117
2021-11-17 15:08:26.282,20.2,28.9,117
2021-11-17 15:08:24.004,20.2,29.0,117
2021-11-17 15:08:21.727,20.2,29.0,117
2021-11-17 15:08:19.449,20.2,29.1,117
2021-11-17 15:08:17.171,20.2,29.1,118
2021-11-17 15:08:14.894,20.2,29.2,118
2021-11-17 15:08:12.616,20.2,29.3,121
2021-11-17 15:08:10.339,20.2,29.4,118
2021-11-17 15:08:08.061,20.2,29.5,119
2021-11-17 15:08:05.783,20.2,29.7,117
2021-11-17 15:08:03.502,20.2,29.8,117
2021-11-17 15:08:01.224,20.2,29.9,118
2021-11-17 15:07:58.946,20.2,30.0,118
2021-11-17 15:07:56.669,20.2,30.0,118
2021-11-17 15:07:54.391,20.2,30.2,118
2021-11-17 15:07:52.114,20.1,30.3,118
2021-11-17 15:07:49.836,20.1,30.6,117
2021-11-17 15:07:47.558,20.0,30.8,117
2021-11-17 15:07:45.281,19.9,31.0,118
2021-11-17 15:07:43.003,19.8,31.2,116
